"ID";"HUMEDAD";"LUMINOSIDAD";"NITROGENO";"POTASIO";"FOSFORO";"ACIDEZ";"TEMP"
"15496";"18,9867";"3,05189";"0,969669";"365,91";"83,4049";"6,7236";"36,3845"
"15497";"104,343";"3,95355";"2,33547";"261,279";"182,827";"5,94757";"46,3036"
"15498";"22,3939";"6,69869";"3,40595";"201,389";"208,734";"0,605611";"46,1413"
"15499";"82,2663";"6,76038";"3,82422";"424,673";"19,9405";"2,87888";"31,2552"
"15500";"67,7935";"5,09147";"4,06101";"29,6028";"215,849";"7,1564";"7,7389"
"15501";"105,871";"10,9275";"2,54";"143,813";"100,911";"6,83036";"41,0853"
"15502";"108,789";"16,9837";"5,0962";"11,7569";"79,2187";"3,04918";"28,9576"
"15503";"50,9381";"13,7753";"3,00876";"238,039";"39,5459";"1,70461";"14,429"
"15504";"70,302";"15,9045";"1,35984";"160,435";"194,608";"3,30348";"15,9237"
"15505";"64,0115";"15,3663";"0,579721";"365,781";"102,909";"2,4198";"9,78957"
"15506";"107,336";"3,86867";"4,71607";"282,464";"144,896";"5,49937";"6,49473"
"15507";"3,15604";"7,51292";"2,22553";"142,241";"360,984";"4,37133";"11,311"
"15508";"36,3852";"9,42352";"3,08208";"172,027";"36,2563";"3,69492";"45,2385"
"15509";"98,3408";"6,8492";"3,90191";"432,516";"361,328";"9,90811";"4,98899"
"15510";"42,3324";"5,19029";"0,359298";"182,677";"80,2168";"5,39741";"40,2365"
"15511";"78,6465";"5,23946";"1,04558";"326,616";"159,067";"5,78129";"17,8855"
"15512";"23,7091";"9,8636";"3,62596";"52,5454";"40,694";"4,66632";"2,54251"
"15513";"57,9295";"0,345861";"3,88928";"44,4376";"259,069";"9,44888";"2,69112"
"15514";"34,9912";"6,64316";"0,886681";"466,408";"88,3372";"5,53486";"15,0878"
"15515";"101,445";"1,34515";"1,83988";"239,186";"3,19747";"5,5974";"30,9034"
"15516";"14,975";"6,14533";"4,03656";"491,763";"363,198";"4,24299";"32,2739"
"15517";"92,1016";"13,3624";"5,02773";"142,714";"306,09";"5,77499";"38,5951"
"15518";"25,2998";"3,75606";"0,643124";"340,778";"376,55";"8,7134";"35,0777"
"15519";"73,4";"11,3455";"0,318271";"21,226";"249,702";"9,48624";"36,0252"
"15520";"59,0365";"5,55557";"4,06852";"319,04";"87,9721";"5,75378";"8,20366"
"15521";"59,4403";"16,7725";"5,79755";"311,727";"172,215";"6,47333";"30,9571"
"15522";"54,4906";"6,61842";"4,57446";"133,968";"341,897";"4,81989";"3,06907"
"15523";"41,0388";"15,0277";"4,21686";"375,856";"305,964";"3,36772";"6,3858"
"15524";"35,3865";"15,6725";"3,44612";"64,8231";"240,204";"2,14004";"8,17174"
"15525";"77,1315";"1,38519";"5,56954";"314,683";"257,697";"2,29528";"19,329"
"15526";"88,9771";"2,71158";"3,9207";"413,25";"293,904";"0,404122";"43,4447"
"15527";"106,791";"1,11095";"5,70004";"213,463";"218,254";"8,94117";"13,9578"
"15528";"62,6774";"10,0705";"0,956648";"154,016";"253,197";"3,63523";"17,4448"
"15529";"81,9524";"14,6573";"5,80933";"15,8099";"254,962";"0,775815";"25,0541"
"15530";"53,6685";"0,807765";"1,97944";"253,125";"90,8583";"4,22818";"22,6865"
"15531";"40,9523";"13,6047";"2,73969";"239,917";"327,971";"7,58158";"6,94394"
"15532";"99,7278";"3,67462";"2,60597";"116,085";"290,157";"9,81459";"49,8785"
"15533";"47,9835";"17,2577";"2,69408";"461,163";"357,575";"1,90064";"48,5897"
"15534";"16,9553";"3,10388";"1,54316";"438,119";"202,155";"8,91551";"8,46728"
"15535";"59,3941";"7,67636";"3,14016";"23,2976";"60,6619";"7,94515";"2,04431"
"15536";"102,588";"3,75331";"0,714465";"396,149";"20,7707";"7,82995";"31,3908"
"15537";"48,9457";"5,72112";"5,56355";"148,088";"310,2";"4,63568";"41,3056"
"15538";"69,8663";"1,04478";"0,209475";"383,722";"216,566";"3,76634";"24,7621"
"15539";"36,6249";"15,846";"0,60262";"189,65";"167,879";"0,365684";"42,5486"
"15540";"60,8537";"2,17678";"1,20769";"49,8486";"370,097";"8,86796";"29,5291"
"15541";"91,9702";"16,6746";"0,185273";"400,55";"300,848";"2,09477";"48,8379"
"15542";"69,3508";"12,9977";"0,663083";"105,453";"229,163";"7,20238";"40,799"
"15543";"24,8779";"17,1028";"0,420249";"424,045";"323,377";"9,07811";"37,2989"
"15544";"23,7975";"1,36045";"4,0097";"19,7972";"342,034";"2,24675";"34,0433"
"15545";"34,3826";"2,02641";"2,99503";"412,881";"43,5788";"8,59418";"16,2154"
"15546";"15,0036";"9,29285";"2,58388";"404,48";"217,899";"6,52727";"30,86"
"15547";"85,552";"0,366824";"3,88016";"241,807";"54,5839";"2,40017";"12,3208"
"15548";"97,6048";"15,46";"1,1628";"122,808";"159,371";"3,88783";"46,107"
"15549";"80,8712";"15,9345";"0,12984";"138,096";"286,404";"4,71174";"12,41"
"15550";"91,7065";"1,0291";"2,65567";"79,44";"390,264";"2,26175";"26,4591"
"15551";"47,2859";"11,5795";"1,54422";"126,948";"143,022";"2,78345";"26,0268"
"15552";"106,788";"9,73814";"0,340764";"379,878";"304,139";"9,92921";"34,6577"
"15553";"64,3669";"7,71183";"2,79592";"409,195";"304,772";"1,74845";"22,6967"
"15554";"55,8615";"15,5635";"4,5361";"225,07";"297,631";"3,98106";"26,1676"
"15555";"12,7499";"7,83675";"4,8915";"482,78";"307,919";"4,38044";"44,488"
"15556";"19,7907";"0,514001";"4,46163";"372,055";"64,1636";"8,50527";"10,2693"
"15557";"109,403";"0,769252";"3,22922";"107,248";"29,0939";"4,87749";"34,2999"
"15558";"85,244";"3,3975";"0,233134";"182,415";"68,9762";"1,99571";"30,1092"
"15559";"31,8731";"3,10962";"0,435498";"174,714";"228,334";"2,06744";"21,3019"
"15560";"52,0337";"12,028";"4,82309";"186,164";"71,2482";"9,83125";"16,4473"
"15561";"44,6732";"6,26368";"1,02363";"177,124";"137,708";"0,398302";"10,1629"
"15562";"109,322";"11,3832";"4,69073";"230,972";"22,4593";"0,733882";"24,443"
"15563";"95,648";"0,7105";"0,647003";"89,5375";"40,1198";"2,06408";"39,5648"
"15564";"21,2468";"16,1831";"3,07039";"478,622";"64,8938";"8,88733";"25,347"
"15565";"95,9096";"5,65075";"4,3775";"211,663";"152,048";"9,05828";"48,1116"
"15566";"40,1961";"3,24541";"0,086548";"132,926";"224,337";"6,34655";"28,4096"
"15567";"34,2455";"4,94189";"2,38755";"76,2714";"125,944";"9,65812";"43,6344"
"15568";"68,1959";"10,5599";"0,989339";"141,494";"328,96";"6,44799";"11,0412"
"15569";"9,91812";"10,6955";"2,04541";"366,609";"97,5028";"2,27266";"5,26795"
"15570";"71,2294";"1,70303";"3,58078";"21,8415";"296,25";"6,89543";"21,9622"
"15571";"108,472";"9,16825";"4,73113";"338,1";"321,866";"3,40625";"19,1721"
"15572";"81,2621";"17,7099";"1,57721";"20,4483";"152,904";"7,57847";"27,8194"
"15573";"100,833";"9,5392";"3,07344";"466,233";"282,011";"1,74557";"33,9926"
"15574";"51,9358";"5,15265";"5,84924";"224,838";"279,472";"2,38625";"1,96789"
"15575";"57,0266";"5,98333";"1,96706";"104,386";"251,872";"8,9199";"6,76427"
"15576";"47,2579";"12,446";"0,872246";"394,535";"370,403";"8,51634";"10,0494"
"15577";"46,0586";"6,74709";"4,16282";"489,619";"14,0884";"7,44563";"12,6334"
"15578";"109,039";"11,7185";"5,99531";"249,398";"61,2697";"5,3768";"47,2187"
"15579";"109,055";"15,9097";"5,5828";"166,081";"178,32";"3,44108";"24,6117"
"15580";"4,38043";"14,7628";"4,31236";"193,239";"327,839";"0,164027";"7,85078"
"15581";"63,2412";"3,89351";"4,20533";"126,209";"386,683";"1,51822";"43,4865"
"15582";"3,44348";"5,70287";"4,88421";"395,589";"46,1283";"8,81217";"49,1783"
"15583";"108,338";"13,8507";"2,99301";"128,966";"382,456";"3,05628";"48,1062"
"15584";"65,0769";"8,49723";"1,55938";"122,389";"247,316";"0,41322";"1,54638"
"15585";"38,5012";"9,2586";"1,3996";"361,05";"368,777";"5,10768";"15,8767"
"15586";"103,116";"0,209354";"1,14263";"462,637";"125,624";"1,44502";"25,9085"
"15587";"28,9889";"5,62397";"2,07152";"116,853";"197,313";"4,73394";"10,142"
"15588";"9,88768";"7,5335";"2,65601";"271,771";"216,114";"1,15208";"1,24838"
"15589";"22,6941";"7,48831";"4,40304";"162,724";"74,8533";"7,55743";"26,5053"
"15590";"66,5469";"1,22744";"2,14871";"69,9076";"269,876";"4,95223";"46,2515"
"15591";"62,2406";"13,5372";"3,16384";"334,705";"158,883";"3,81017";"27,8071"
"15592";"79,3814";"6,98923";"2,26102";"369,002";"243,24";"8,22953";"14,9537"
"15593";"5,23033";"17,7569";"4,92285";"234,9";"305,617";"0,199126";"40,3028"
"15594";"52,6713";"6,4638";"3,7532";"79,9303";"85,3938";"7,00231";"44,5317"
"15595";"48,3384";"17,5853";"5,10222";"497,851";"104,611";"7,30759";"45,8786"
"15596";"60,6498";"17,6914";"1,8983";"99,024";"159,008";"0,174992";"31,608"
"15597";"89,2788";"15,9323";"0,695381";"179,989";"336,681";"3,46413";"34,4849"
"15598";"85,9867";"14,4733";"4,21315";"175,765";"231,27";"6,31566";"9,01033"
"15599";"6,03657";"3,83607";"1,48026";"46,0277";"102,904";"0,659717";"43,1704"
"15600";"32,3865";"2,30139";"3,35105";"238,119";"55,9024";"7,15273";"22,178"
"15601";"43,5129";"17,9375";"4,752";"32,2665";"311,088";"6,12262";"9,16857"
"15602";"98,1224";"14,8733";"5,72376";"306,856";"64,1097";"4,12711";"12,7558"
"15603";"101,012";"12,3909";"0,859157";"257,512";"285,844";"0,357296";"8,34884"
"15604";"26,0727";"7,42818";"2,52011";"217,76";"120,853";"9,88027";"35,2989"
"15605";"102,256";"8,94972";"1,01498";"103,105";"265,275";"0,739966";"13,1363"
"15606";"45,2857";"7,10194";"0,481326";"404,314";"338,046";"2,60792";"11,5993"
"15607";"6,30941";"1,60301";"3,9539";"411,178";"256,692";"4,60381";"46,4833"
"15608";"5,90137";"7,96079";"4,14472";"149,776";"214,545";"0,282462";"14,8113"
"15609";"88,8801";"11,6458";"2,87642";"370,037";"350,79";"3,23941";"25,5997"
"15610";"91,7969";"6,44925";"5,80287";"164,23";"61,0772";"3,77078";"33,7626"
"15611";"72,9878";"9,4132";"2,31422";"220,811";"278,247";"2,37274";"32,6433"
"15612";"35,8778";"0,93946";"2,19505";"103,34";"107,902";"0,295365";"9,28504"
"15613";"11,2412";"1,81612";"2,47354";"326,865";"73,5601";"5,69851";"44,3679"
"15614";"36,9895";"11,7533";"0,446148";"130,355";"258,005";"6,30155";"30,895"
"15615";"75,4097";"10,1776";"0,361369";"161,664";"210,817";"6,54365";"8,49687"
"15616";"62,8611";"4,73028";"5,24223";"54,586";"3,65225";"6,52945";"29,2874"
"15617";"41,0368";"0,09319";"3,77501";"168,124";"180,173";"6,06463";"6,10647"
"15618";"49,7715";"5,13189";"3,5564";"332,01";"78,189";"9,52632";"7,30456"
"15619";"66,9696";"17,1081";"5,02058";"9,15203";"174,012";"2,29578";"20,6812"
"15620";"22,3911";"10,4774";"0,714148";"18,1463";"75,383";"5,72966";"19,6272"
"15621";"41,0773";"7,59321";"4,4142";"378,235";"177,421";"9,79393";"43,882"
"15622";"100,263";"8,98864";"0,515322";"227,57";"13,1512";"8,1679";"38,0815"
"15623";"52,7892";"14,6947";"1,69091";"332,465";"242,286";"6,48167";"34,2876"
"15624";"23,2172";"16,4958";"4,76518";"311,75";"57,9107";"8,6645";"10,2123"
"15625";"11,0944";"14,4715";"0,193939";"77,0508";"150,886";"7,65212";"0,886654"
"15626";"95,6534";"2,50831";"2,95077";"142,884";"239,558";"2,31514";"25,0947"
"15627";"49,4556";"0,266677";"1,40294";"377,086";"106,713";"0,532552";"37,8524"
"15628";"108,601";"3,93553";"0,202827";"314,761";"220,969";"3,90558";"29,3518"
"15629";"46,428";"3,09663";"1,17126";"57,0846";"274,115";"9,44318";"2,56119"
"15630";"43,0688";"15,6444";"4,51455";"265,429";"245,464";"6,85122";"42,2911"
"15631";"95,3172";"16,5134";"1,05118";"172,205";"42,1692";"9,98419";"39,5385"
"15632";"47,9068";"17,5702";"4,08224";"67,6008";"358,506";"7,37668";"11,0939"
"15633";"39,383";"2,46657";"2,89683";"457,96";"332,913";"3,51553";"34,3069"
"15634";"21,074";"1,57234";"0,361604";"481,409";"332,938";"5,88923";"32,9579"
"15635";"75,8648";"4,8455";"0,760211";"142,477";"176,616";"5,54007";"18,7416"
"15636";"61,0191";"14,3243";"0,759712";"30,687";"368,94";"9,83736";"14,9201"
"15637";"93,419";"8,70718";"0,888295";"480,371";"198,49";"8,12304";"41,7216"
"15638";"13,3246";"13,6714";"4,26786";"376,526";"53,6203";"8,98862";"4,7057"
"15639";"86,3145";"12,8589";"4,48361";"103,245";"226,355";"1,69217";"41,5872"
"15640";"70,5944";"6,10938";"0,270057";"352,122";"329,089";"9,62024";"29,1367"
"15641";"7,89592";"0,389504";"5,49789";"346,267";"96,8546";"0,496093";"38,3694"
"15642";"14,5332";"1,11281";"1,16503";"307,133";"99,6364";"0,541358";"4,78145"
"15643";"48,5983";"11,9936";"2,3582";"203,711";"75,3151";"5,99252";"14,881"
"15644";"84,9248";"16,7308";"4,25835";"115,231";"352,934";"3,3698";"45,7895"
"15645";"41,5066";"16,3749";"5,01672";"264,188";"179,256";"0,691115";"10,619"
"15646";"45,9391";"15,228";"4,02337";"136,353";"125,417";"1,36316";"19,7909"
"15647";"50,738";"2,41168";"5,48938";"375,473";"172,241";"3,36933";"47,7462"
"15648";"85,8793";"8,7378";"1,67929";"80,0958";"257,922";"3,60821";"1,60331"
"15649";"7,29811";"2,32386";"2,22043";"488,064";"393,536";"8,52444";"15,0526"
"15650";"93,2995";"16,1882";"2,82188";"323,7";"16,365";"1,67281";"43,2091"
"15651";"19,5394";"8,07611";"2,09861";"457,904";"280,708";"5,47439";"38,78"
"15652";"48,4115";"11,5764";"4,13923";"383,91";"352,72";"3,883";"32,7524"
"15653";"24,3235";"7,21915";"1,18715";"109,017";"345,941";"1,27988";"7,31785"
"15654";"64,7962";"5,84285";"1,36845";"53,4862";"330,114";"5,53978";"33,0119"
"15655";"29,8069";"3,21678";"2,75269";"237,038";"399,58";"0,278517";"26,0465"
"15656";"100,886";"7,61096";"3,09416";"91,8625";"62,2162";"8,08449";"28,8563"
"15657";"75,4192";"15,6455";"3,31285";"204,502";"356,314";"1,42899";"49,8049"
"15658";"15,094";"5,38254";"2,81042";"206,321";"323,516";"8,25019";"0,299547"
"15659";"35,0263";"8,4007";"1,82349";"18,9195";"226,246";"3,19222";"0,078062"
"15660";"62,4654";"16,391";"4,40763";"428,913";"206,569";"3,78964";"49,3572"
"15661";"80,5126";"15,6339";"4,07632";"261,614";"310,079";"7,50019";"11,2074"
"15662";"81,9208";"17,0721";"5,34137";"159,346";"250,629";"3,30243";"8,55212"
"15663";"0,583137";"0,784031";"0,833504";"278,28";"392,774";"8,05145";"48,0565"
"15664";"77,1427";"11,8309";"1,91346";"139,023";"235,766";"5,2433";"30,0234"
"15665";"76,1704";"15,5828";"5,87451";"165,042";"251,736";"1,15105";"6,64537"
"15666";"10,1";"10,5909";"2,91798";"402,111";"152,555";"5,99079";"31,5988"
"15667";"24,0729";"9,78246";"0,964054";"373,134";"366,789";"9,26404";"47,2142"
"15668";"12,5103";"11,0775";"1,04494";"175,406";"310,688";"5,03325";"4,14759"
"15669";"100,368";"15,7403";"1,60381";"180,402";"266,5";"5,59909";"28,1109"
"15670";"31,8844";"17,9195";"4,76629";"118,496";"372,604";"3,02862";"6,8275"
"15671";"33,9488";"13,2926";"3,95211";"304,476";"231,705";"0,474053";"45,9477"
"15672";"2,98288";"10,8726";"1,99735";"91,4342";"206,974";"3,94052";"39,1996"
"15673";"88,7981";"12,9922";"1,16626";"23,7595";"26,2797";"1,75506";"10,038"
"15674";"61,542";"5,36385";"5,9807";"310,666";"110,546";"0,999105";"5,12607"
"15675";"72,157";"4,17345";"0,332648";"167,236";"156,019";"0,844395";"46,7995"
"15676";"22,0354";"10,4988";"4,20333";"135,37";"361,405";"4,33121";"20,8469"
"15677";"11,5814";"10,6789";"5,0729";"193,776";"233,204";"9,26629";"24,5294"
"15678";"102,56";"5,38653";"0,104889";"38,2796";"41,6434";"5,35434";"20,305"
"15679";"16,4401";"13,2159";"5,62521";"12,8207";"251,291";"9,05104";"11,1376"
"15680";"20,6729";"8,63479";"2,65713";"194,224";"30,9939";"0,113693";"19,3924"
"15681";"23,8118";"3,17358";"1,5611";"331,401";"215,114";"9,20725";"5,96018"
"15682";"85,932";"6,08497";"5,44325";"390,331";"53,7364";"9,64933";"48,6834"
"15683";"22,1347";"2,09395";"2,05972";"229,039";"109,772";"5,14249";"14,822"
"15684";"90,0445";"8,01146";"4,31231";"346,424";"286,808";"3,35021";"14,0999"
"15685";"99,7792";"16,3505";"1,35453";"273,446";"273,44";"7,36562";"40,3405"
"15686";"24,2062";"2,3604";"4,41317";"467,115";"150,676";"7,61197";"41,4303"
"15687";"77,2824";"11,3163";"0,416356";"386,564";"177,375";"7,77865";"41,7574"
"15688";"20,7937";"17,5538";"0,085486";"129,449";"76,0563";"5,78338";"18,0034"
"15689";"92,7585";"13,5167";"1,6156";"340,807";"29,4112";"1,20643";"21,1341"
"15690";"71,4451";"9,32384";"5,99652";"76,3687";"69,8319";"0,829138";"34,385"
"15691";"37,2726";"13,1641";"5,17903";"434,472";"177,915";"8,86594";"23,1916"
"15692";"105,174";"9,40518";"0,272555";"172,723";"399,692";"6,25067";"36,2094"
"15693";"0,440143";"9,35865";"3,36388";"109,828";"254,499";"5,16155";"28,8717"
"15694";"108,41";"4,7767";"1,14939";"329,703";"302,78";"3,18146";"10,235"
"15695";"108,403";"10,6492";"2,49356";"77,7751";"128,208";"7,28594";"26,2258"
"15696";"67,8852";"11,8737";"0,949924";"154,507";"334,265";"6,8802";"19,8441"
"15697";"15,5832";"9,40939";"5,92548";"4,11093";"305,228";"2,90066";"13,1437"
"15698";"77,2991";"2,66633";"5,79285";"235";"15,2783";"2,13953";"30,5192"
"15699";"51,5855";"6,73883";"4,47846";"267,859";"212,374";"2,80569";"30,2616"
"15700";"13,7078";"14,1563";"0,544409";"240,451";"39,9156";"2,72279";"12,4252"
"15701";"57,5004";"14,0579";"3,105";"247,194";"52,1736";"1,07248";"30,4654"
"15702";"38,7515";"4,50889";"1,03333";"451,346";"96,306";"9,94888";"33,9882"
"15703";"9,02429";"6,40435";"1,17147";"52,8595";"288,416";"2,47992";"34,2682"
"15704";"29,9264";"7,45198";"0,904564";"135,108";"20,1159";"3,84927";"23,27"
"15705";"7,51064";"0,510487";"1,36519";"336,51";"42,5257";"7,23204";"30,7864"
"15706";"13,9956";"10,6446";"4,96095";"422,893";"362,565";"6,68589";"34,0722"
"15707";"33,5548";"14,5735";"2,572";"326,616";"364,651";"4,68964";"35,6268"
"15708";"76,7636";"12,4747";"0,138125";"332,823";"351,354";"4,74922";"31,136"
"15709";"87,4239";"9,57938";"2,51659";"181,992";"20,8127";"6,55053";"29,24"
"15710";"26,3677";"16,8031";"3,84767";"280,362";"237,256";"3,2397";"35,0829"
"15711";"87,2384";"9,01499";"4,2144";"336,942";"246,388";"1,07255";"45,9055"
"15712";"101,233";"14,4755";"3,29963";"118,645";"284,938";"3,96185";"37,6801"
"15713";"37,4152";"5,75396";"5,7452";"452,203";"263,219";"9,46342";"9,48851"
"15714";"97,5135";"3,41944";"4,20549";"186,429";"172,4";"3,32006";"18,8735"
"15715";"60,5964";"0,686079";"3,97489";"64,6826";"121,467";"3,10815";"25,7278"
"15716";"49,5725";"11,2801";"1,08355";"2,796";"280,884";"5,37755";"15,3895"
"15717";"92,9878";"6,97289";"4,90928";"339,236";"236,368";"6,27733";"18,9142"
"15718";"48,0023";"14,6831";"3,23416";"463,36";"340,662";"8,61729";"8,55871"
"15719";"54,4691";"17,6147";"4,69949";"76,3967";"140,608";"0,022635";"19,3541"
"15720";"75,9862";"17,5457";"3,22334";"85,8338";"301,051";"9,21075";"45,8143"
"15721";"78,8122";"12,554";"5,17783";"59,7893";"120,968";"3,58277";"18,4883"
"15722";"12,8376";"16,6635";"3,25519";"130,453";"76,2734";"1,44297";"36,7429"
"15723";"107,937";"5,71974";"3,93125";"498,9";"272,516";"7,51182";"3,13212"
"15724";"12,6581";"0,25084";"0,871983";"304,814";"93,9381";"1,6261";"3,70434"
"15725";"56,0261";"5,70269";"3,26212";"67,8375";"362,934";"4,05584";"18,8806"
"15726";"16,0255";"4,29292";"3,47425";"208,851";"5,42855";"8,03181";"34,0322"
"15727";"33,8113";"4,85264";"5,12926";"296,336";"258,146";"8,5533";"49,8068"
"15728";"50,5596";"4,0475";"2,60925";"449,274";"1,5899";"0,273753";"19,1863"
"15729";"19,8649";"10,2793";"3,67637";"400,657";"313,675";"9,73656";"38,2461"
"15730";"30,7666";"15,1619";"0,347551";"304,175";"260,781";"8,23712";"24,1293"
"15731";"8,36135";"10,811";"5,22007";"393,955";"187,942";"3,58854";"7,11663"
"15732";"45,8113";"2,04594";"5,73939";"499,784";"360,905";"8,69477";"41,0756"
"15733";"88,1672";"2,93925";"3,27753";"350,738";"11,4069";"5,92171";"38,0968"
"15734";"41,3428";"7,09891";"5,37594";"73,1839";"89,2019";"0,713755";"14,2181"
"15735";"40,3368";"13,5603";"0,405924";"432,978";"132,485";"4,18392";"9,26283"
"15736";"78,5659";"16,7309";"3,94925";"385,807";"238,85";"1,89292";"4,60784"
"15737";"29,2688";"7,06236";"1,19283";"165,392";"34,4308";"3,42814";"0,261746"
"15738";"17,6921";"9,54123";"2,19253";"312,949";"225,054";"3,04233";"45,549"
"15739";"30,9673";"8,60794";"3,55808";"487,402";"314,702";"2,63557";"42,0724"
"15740";"22,1682";"2,79781";"1,08302";"397,276";"123,101";"0,288859";"35,4717"
"15741";"93,4316";"4,90367";"1,89191";"151,422";"289,143";"4,44249";"13,7333"
"15742";"17,1016";"9,35651";"4,75425";"300,714";"127,035";"7,20294";"22,35"
"15743";"45,8507";"7,46639";"4,85939";"100,848";"102,012";"4,84026";"46,3691"
"15744";"43,4404";"5,2122";"5,55858";"466,779";"176,454";"6,66122";"7,37123"
"15745";"57,807";"6,62302";"3,20121";"432,1";"122,254";"8,79391";"38,5682"
"15746";"33,3657";"11,5238";"4,01398";"93,6294";"270,609";"5,77801";"15,6815"
"15747";"74,7446";"5,2068";"0,923942";"68,467";"152,664";"7,29562";"17,9787"
"15748";"74,65";"16,4915";"4,76014";"229,602";"386,452";"2,65015";"6,22916"
"15749";"11,266";"13,0533";"2,39269";"230,828";"208,319";"4,82797";"0,826953"
"15750";"50,0207";"16,2189";"2,55392";"465,686";"50,2807";"1,69208";"29,309"
"15751";"72,5479";"17,5583";"5,13555";"57,0745";"39,0853";"1,90195";"48,5511"
"15752";"62,8872";"1,35484";"1,24688";"112,559";"107,108";"0,701259";"32,1671"
"15753";"100,256";"1,9588";"2,6358";"45,0785";"377,265";"1,81273";"32,1907"
"15754";"1,85055";"16,9661";"5,76005";"339,329";"33,2252";"3,81543";"44,2009"
"15755";"59,8725";"12,9486";"0,735397";"16,0279";"89,2879";"4,99828";"28,091"
"15756";"53,4314";"12,2829";"1,13269";"458,991";"390,842";"1,75473";"45,9393"
"15757";"54,261";"0,701319";"5,62882";"119,905";"338,351";"7,66054";"44,035"
"15758";"50,2597";"2,96022";"5,52709";"482,612";"70,1112";"5,5794";"24,4555"
"15759";"69,3081";"8,98174";"2,52129";"249,049";"175,895";"7,55159";"36,2427"
"15760";"33,8059";"5,62208";"2,19278";"426,352";"181,387";"3,96558";"41,5634"
"15761";"12,5259";"10,0856";"0,496397";"364,878";"142,99";"6,61975";"12,9813"
"15762";"9,88165";"13,5533";"4,26406";"292,669";"283,141";"3,1418";"3,46359"
"15763";"35,4781";"6,08503";"1,50783";"417,57";"71,5574";"1,83304";"48,9561"
"15764";"46,192";"4,52049";"5,25757";"162,311";"235,104";"4,72657";"34,6462"
"15765";"37,4462";"11,1578";"5,12008";"89,4726";"35,7677";"0,989507";"2,20403"
"15766";"77,8631";"3,00612";"4,6997";"72,0736";"300,371";"6,47948";"18,5581"
"15767";"90,631";"9,24386";"1,18526";"231,779";"201,827";"2,38441";"15,2288"
"15768";"47,3067";"1,95354";"3,802";"167,002";"99,699";"5,2057";"47,2351"
"15769";"42,5931";"12,2433";"1,10775";"362,28";"203,146";"2,97316";"2,38243"
"15770";"52,9112";"13,3586";"0,815226";"213,962";"243,903";"4,53444";"40,4603"
"15771";"72,9791";"8,21802";"3,53239";"209,04";"348,264";"2,81654";"43,2703"
"15772";"6,51133";"8,51673";"5,40124";"50,2413";"75,9716";"3,85786";"46,0181"
"15773";"57,1756";"14,7736";"3,82334";"80,8975";"316,641";"6,31253";"47,7206"
"15774";"105,276";"14,4619";"4,09466";"189,594";"254,299";"7,84365";"3,82465"
"15775";"77,0777";"4,24742";"2,15045";"123,953";"296,964";"6,96733";"42,1275"
"15776";"47,9608";"11,8224";"5,50699";"335,801";"324,577";"5,9733";"0,338783"
"15777";"92,1183";"7,46337";"3,57892";"397,126";"257,331";"3,66457";"26,8865"
"15778";"79,7396";"8,87108";"2,5139";"441,232";"368,927";"5,38553";"27,1727"
"15779";"57,1626";"2,74038";"1,3252";"99,8581";"118,536";"8,51607";"39,0135"
"15780";"54,712";"4,67679";"3,32006";"281,81";"132,256";"3,33288";"38,778"
"15781";"85,132";"10,9107";"3,46423";"266,97";"238,553";"2,49911";"23,1914"
"15782";"54,1049";"8,93879";"2,07697";"202,76";"283,415";"0,093413";"4,65694"
"15783";"19,3394";"11,056";"4,19776";"0,806359";"303,67";"4,2135";"10,1734"
"15784";"93,2191";"16,8518";"2,59877";"381,966";"167,226";"4,45841";"33,9154"
"15785";"66,8287";"17,5848";"3,96635";"362,987";"287,688";"6,35333";"12,7841"
"15786";"3,34702";"14,4746";"1,64828";"139,727";"86,1505";"7,84482";"35,7828"
"15787";"89,974";"2,3882";"1,9954";"303,559";"385,347";"7,38921";"5,14119"
"15788";"24,234";"8,14052";"5,80867";"325,43";"117,832";"6,84287";"5,98428"
"15789";"21,6236";"6,14483";"1,47091";"72,3698";"212,49";"0,891433";"1,41238"
"15790";"53,8815";"17,105";"2,98584";"301,336";"381,449";"1,69095";"35,4217"
"15791";"69,5448";"4,00201";"1,60408";"341,16";"53,8495";"1,63437";"40,3216"
"15792";"39,048";"10,3168";"2,08531";"118,944";"316,752";"1,92555";"1,93421"
"15793";"41,2103";"17,3072";"5,0731";"300,291";"347,131";"9,37205";"43,5754"
"15794";"34,0323";"11,4081";"1,98322";"114,935";"66,8763";"5,70768";"4,02692"
"15795";"88,4051";"14,4701";"0,642062";"24,5212";"395,873";"8,09001";"35,5418"
"15796";"108,447";"4,93958";"1,48098";"216,131";"3,77713";"0,570539";"34,014"
"15797";"21,2035";"0,535886";"2,72294";"256,448";"172,561";"4,91688";"0,808386"
"15798";"41,4343";"1,30909";"1,76102";"304,963";"234,881";"1,69697";"43,2969"
"15799";"9,6853";"3,28011";"5,9627";"295,167";"339,272";"6,67889";"39,1721"
"15800";"2,48087";"6,37848";"1,26916";"92,0321";"231,639";"5,58838";"38,9836"
"15801";"27,9353";"2,47633";"0,524889";"22,1579";"330,127";"5,04498";"43,8345"
"15802";"63,6731";"15,7778";"3,81176";"19,7268";"88,9354";"9,35672";"28,5081"
"15803";"88,6434";"1,08131";"0,02579";"99,7816";"330,731";"3,39188";"39,2066"
"15804";"71,7204";"17,087";"5,34505";"148,732";"243,335";"0,775326";"23,7953"
